PassengerId,Survived,Sex,Age,Fare,PassengerClass1,PassengerClass2,PassengerClass3,Family_size,Mr,Mrs,Master,Miss,Emb_1,Emb_2,Emb_3
1,0,1,0.275,0.014151058,0,0,1,0.1,1,0,0,0,0,0,1
2,1,0,0.475,0.139135735,1,0,0,0.1,1,0,0,0,1,0,0
3,1,0,0.325,0.01546857,0,0,1,0,0,0,0,1,0,0,1
4,1,0,0.4375,0.103644297,1,0,0,0.1,1,0,0,0,0,0,1
5,0,1,0.4375,0.015712554,0,0,1,0,1,0,0,0,0,0,1
6,0,1,0.35,0.016509502,0,0,1,0,1,0,0,0,0,1,0
7,0,1,0.675,0.101228858,1,0,0,0,1,0,0,0,0,0,1
8,0,1,0.025,0.04113566,0,0,1,0.4,0,0,1,0,0,0,1
9,1,0,0.3375,0.021730754,0,0,1,0.2,1,0,0,0,0,0,1
10,1,0,0.175,0.058694293,0,1,0,0.1,1,0,0,0,1,0,0
11,1,0,0.05,0.032596229,0,0,1,0.2,0,0,0,1,0,0,1
12,1,0,0.725,0.051822149,1,0,0,0,0,0,0,1,0,0,1
13,0,1,0.25,0.015712554,0,0,1,0,1,0,0,0,0,0,1
14,0,1,0.4875,0.061044735,0,0,1,0.6,1,0,0,0,0,0,1
15,0,0,0.175,0.015330377,0,0,1,0,0,0,0,1,0,0,1
16,1,0,0.6875,0.03122992,0,1,0,0,1,0,0,0,0,0,1
17,0,1,0.025,0.056848214,0,0,1,0.5,0,0,1,0,0,1,0
18,1,1,0.35,0.02537431,0,1,0,0,1,0,0,0,0,0,1
19,0,0,0.3875,0.03513366,0,0,1,0.1,1,0,0,0,0,0,1
20,1,0,0.35,0.014102261,0,0,1,0,1,0,0,0,1,0,0
21,0,1,0.4375,0.05074862,0,1,0,0,1,0,0,0,0,0,1
22,1,1,0.425,0.02537431,0,1,0,0,1,0,0,0,0,0,1
23,1,0,0.1875,0.015671955,0,0,1,0,0,0,0,1,0,1,0
24,1,1,0.35,0.069291385,1,0,0,0,1,0,0,0,0,0,1
25,0,0,0.1,0.04113566,0,0,1,0.4,0,0,0,1,0,0,1
26,1,0,0.475,0.06126432,0,0,1,0.6,1,0,0,0,0,0,1
27,0,1,0.35,0.014102261,0,0,1,0,1,0,0,0,1,0,0
28,0,1,0.2375,0.513341812,1,0,0,0.5,1,0,0,0,0,0,1
29,1,0,0.35,0.015379174,0,0,1,0,0,0,0,1,0,1,0
30,0,1,0.35,0.015411575,0,0,1,0,1,0,0,0,0,0,1
31,0,1,0.5,0.054107398,1,0,0,0,1,0,0,0,1,0,0
32,1,0,0.35,0.285989555,1,0,0,0.1,1,0,0,0,1,0,0
33,1,0,0.35,0.015126993,0,0,1,0,0,0,0,1,0,1,0
34,0,1,0.825,0.020494635,0,1,0,0,1,0,0,0,0,0,1
35,0,1,0.35,0.16038672,1,0,0,0.1,1,0,0,0,1,0,0
36,0,1,0.525,0.10149724,1,0,0,0.1,1,0,0,0,0,0,1
37,1,1,0.35,0.014110459,0,0,1,0,1,0,0,0,1,0,0
38,0,1,0.2625,0.015712554,0,0,1,0,1,0,0,0,0,0,1
39,0,0,0.225,0.03513366,0,0,1,0.2,0,0,0,1,0,0,1
40,1,0,0.175,0.021942337,0,0,1,0.1,0,0,0,1,1,0,0
41,0,0,0.5,0.018493968,0,0,1,0.1,1,0,0,0,0,0,1
42,0,0,0.3375,0.04098927,0,1,0,0.1,1,0,0,0,0,0,1
43,0,1,0.35,0.015411575,0,0,1,0,1,0,0,0,1,0,0
44,1,0,0.0375,0.081157193,0,1,0,0.3,0,0,0,1,1,0,0
45,1,0,0.2375,0.015379174,0,0,1,0,0,0,0,1,0,1,0
46,0,1,0.35,0.015712554,0,0,1,0,1,0,0,0,0,0,1
47,0,1,0.35,0.030253985,0,0,1,0.1,1,0,0,0,0,1,0
48,1,0,0.35,0.015126993,0,0,1,0,0,0,0,1,0,1,0
49,0,1,0.35,0.04231498,0,0,1,0.2,1,0,0,0,1,0,0
50,0,0,0.225,0.034743286,0,0,1,0.1,1,0,0,0,0,0,1
51,0,1,0.0875,0.077464841,0,0,1,0.5,0,0,1,0,0,0,1
52,0,1,0.2625,0.015224586,0,0,1,0,1,0,0,0,0,0,1
53,1,0,0.6125,0.149765424,1,0,0,0.1,1,0,0,0,1,0,0
54,1,0,0.3625,0.05074862,0,1,0,0.1,1,0,0,0,0,0,1
55,0,1,0.8125,0.120975342,1,0,0,0.1,1,0,0,0,1,0,0
56,1,1,0.35,0.069291385,1,0,0,0,1,0,0,0,0,0,1
57,1,0,0.2625,0.020494635,0,1,0,0,0,0,0,1,0,0,1
58,0,1,0.35625,0.014110459,0,0,1,0,1,0,0,0,1,0,0
59,1,0,0.0625,0.054164393,0,1,0,0.3,0,0,0,1,0,0,1
60,0,1,0.1375,0.091542703,0,0,1,0.7,0,0,1,0,0,0,1
61,0,1,0.275,0.014110459,0,0,1,0,1,0,0,0,1,0,0
62,1,0,0.475,0.156149601,1,0,0,0,0,0,0,1,0,0,0
63,0,1,0.5625,0.162932349,1,0,0,0.1,1,0,0,0,0,0,1
64,0,1,0.05,0.054457173,0,0,1,0.5,0,0,1,0,0,0,1
65,0,1,0.35,0.054107398,1,0,0,0,1,0,0,0,1,0,0
66,1,1,0.35,0.02975782,0,0,1,0.2,0,0,1,0,1,0,0
67,1,0,0.3625,0.020494635,0,1,0,0,1,0,0,0,0,0,1
68,0,1,0.2375,0.015923941,0,0,1,0,1,0,0,0,0,0,1
69,1,0,0.2125,0.01546857,0,0,1,0.6,0,0,0,1,0,0,1
70,0,1,0.325,0.016908074,0,0,1,0.2,1,0,0,0,0,0,1
71,0,1,0.4,0.020494635,0,1,0,0,1,0,0,0,0,0,1
72,0,0,0.2,0.091542703,0,0,1,0.7,0,0,0,1,0,0,1
73,0,1,0.2625,0.143462446,0,1,0,0,1,0,0,0,0,0,1
74,0,1,0.325,0.028212719,0,0,1,0.1,1,0,0,0,1,0,0
75,1,1,0.4,0.110272458,0,0,1,0,1,0,0,0,0,0,1
76,0,1,0.3125,0.014931806,0,0,1,0,1,0,0,0,0,0,1
77,0,1,0.35,0.015411575,0,0,1,0,1,0,0,0,0,0,1
78,0,1,0.35,0.015712554,0,0,1,0,1,0,0,0,0,0,1
79,1,1,0.010375,0.05660423,0,1,0,0.2,0,0,1,0,0,0,1
80,1,0,0.375,0.024349578,0,0,1,0,0,0,0,1,0,0,1
81,0,1,0.275,0.01756683,0,0,1,0,1,0,0,0,0,0,1
82,1,1,0.3625,0.018542765,0,0,1,0,1,0,0,0,0,0,1
83,1,0,0.35,0.015200188,0,0,1,0,0,0,0,1,0,1,0
84,0,1,0.35,0.091933077,1,0,0,0,1,0,0,0,0,0,1
85,1,0,0.2125,0.020494635,0,1,0,0,0,0,0,1,0,0,1
86,1,0,0.4125,0.03093714,0,0,1,0.3,1,0,0,0,0,0,1
87,0,1,0.2,0.067095532,0,0,1,0.4,1,0,0,0,0,0,1
88,0,1,0.35,0.015712554,0,0,1,0,1,0,0,0,0,0,1
89,1,0,0.2875,0.513341812,1,0,0,0.5,0,0,0,1,0,0,1
90,0,1,0.3,0.015712554,0,0,1,0,1,0,0,0,0,0,1
91,0,1,0.3625,0.015712554,0,0,1,0,1,0,0,0,0,0,1
92,0,1,0.25,0.015330377,0,0,1,0,1,0,0,0,0,0,1
93,0,1,0.575,0.119405648,1,0,0,0.1,1,0,0,0,0,0,1
94,0,1,0.325,0.040159725,0,0,1,0.3,1,0,0,0,0,0,1
95,0,1,0.7375,0.014151058,0,0,1,0,1,0,0,0,0,0,1
96,0,1,0.35,0.015712554,0,0,1,0,1,0,0,0,0,0,1
97,0,1,0.8875,0.067640494,1,0,0,0,1,0,0,0,1,0,0
98,1,1,0.2875,0.123667166,1,0,0,0.1,1,0,0,0,1,0,0
99,1,0,0.425,0.04489301,0,1,0,0.1,1,0,0,0,0,0,1
100,0,1,0.425,0.05074862,0,1,0,0.1,1,0,0,0,0,0,1
101,0,0,0.35,0.015411575,0,0,1,0,0,0,0,1,0,0,1
102,0,1,0.35,0.015411575,0,0,1,0,1,0,0,0,0,0,1
103,0,1,0.2625,0.150855153,1,0,0,0.1,1,0,0,0,0,0,1
104,0,1,0.4125,0.016891873,0,0,1,0,1,0,0,0,0,0,1
105,0,1,0.4625,0.01546857,0,0,1,0.2,1,0,0,0,0,0,1
106,0,1,0.35,0.015411575,0,0,1,0,1,0,0,0,0,0,1
107,1,0,0.2625,0.014931806,0,0,1,0,0,0,0,1,0,0,1
108,1,1,0.35,0.015175789,0,0,1,0,1,0,0,0,0,0,1
109,0,1,0.475,0.015411575,0,0,1,0,1,0,0,0,0,0,1
110,1,0,0.35,0.047137661,0,0,1,0.1,0,0,0,1,0,1,0
111,0,1,0.5875,0.10149724,1,0,0,0,1,0,0,0,0,0,1
112,0,0,0.18125,0.028212719,0,0,1,0.1,0,0,0,1,1,0,0
113,0,1,0.275,0.015712554,0,0,1,0,1,0,0,0,0,0,1
114,0,0,0.25,0.019177123,0,0,1,0.1,0,0,0,1,0,0,1
115,0,0,0.2125,0.028220722,0,0,1,0,0,0,0,1,1,0,0
116,0,1,0.2625,0.01546857,0,0,1,0,1,0,0,0,0,0,1
117,0,1,0.88125,0.015126993,0,0,1,0,1,0,0,0,0,1,0
118,0,1,0.3625,0.04098927,0,1,0,0.1,1,0,0,0,0,0,1
119,0,1,0.3,0.483128426,1,0,0,0.1,1,0,0,0,1,0,0
120,0,0,0.025,0.061044735,0,0,1,0.6,0,0,0,1,0,0,1
121,0,1,0.2625,0.143462446,0,1,0,0.2,1,0,0,0,0,0,1
122,0,1,0.35,0.015712554,0,0,1,0,1,0,0,0,0,0,1
123,0,1,0.40625,0.058694293,0,1,0,0.1,1,0,0,0,1,0,0
124,1,0,0.40625,0.02537431,0,1,0,0,0,0,0,1,0,0,1
125,0,1,0.675,0.150855153,1,0,0,0.1,1,0,0,0,0,0,1
126,1,1,0.15,0.021942337,0,0,1,0.1,0,0,1,0,1,0,0
127,0,1,0.35,0.015126993,0,0,1,0,1,0,0,0,0,1,0
128,1,1,0.3,0.01393967,0,0,1,0,1,0,0,0,0,0,1
129,1,0,0.35,0.043640495,0,0,1,0.2,0,0,0,1,1,0,0
130,0,1,0.5625,0.013614293,0,0,1,0,1,0,0,0,0,0,1
131,0,1,0.4125,0.015411575,0,0,1,0,1,0,0,0,1,0,0
132,0,1,0.25,0.013760684,0,0,1,0,1,0,0,0,0,0,1
133,0,0,0.5875,0.028302115,0,0,1,0.1,1,0,0,0,0,0,1
134,1,0,0.3625,0.05074862,0,1,0,0.1,1,0,0,0,0,0,1
135,0,1,0.3125,0.02537431,0,1,0,0,1,0,0,0,0,0,1
136,0,1,0.2875,0.029367446,0,1,0,0,1,0,0,0,1,0,0
137,1,0,0.2375,0.051301585,1,0,0,0.2,0,0,0,1,0,0,1
138,0,1,0.4625,0.103644297,1,0,0,0.1,1,0,0,0,0,0,1
139,0,1,0.2,0.0179898,0,0,1,0,1,0,0,0,0,0,1
140,0,1,0.3,0.154588105,1,0,0,0,1,0,0,0,1,0,0
141,0,0,0.35,0.02975782,0,0,1,0.2,1,0,0,0,1,0,0
142,1,0,0.275,0.015126993,0,0,1,0,0,0,0,1,0,0,1
143,1,0,0.3,0.03093714,0,0,1,0.1,1,0,0,0,0,0,1
144,0,1,0.2375,0.013175123,0,0,1,0,1,0,0,0,0,1,0
145,0,1,0.225,0.022446505,0,1,0,0,1,0,0,0,0,0,1
146,0,1,0.2375,0.071731223,0,1,0,0.2,1,0,0,0,0,0,1
147,1,1,0.3375,0.015216388,0,0,1,0,1,0,0,0,0,0,1
148,0,0,0.1125,0.067095532,0,0,1,0.4,0,0,0,1,0,0,1
149,0,1,0.45625,0.05074862,0,1,0,0.2,1,0,0,0,0,0,1
150,0,1,0.525,0.02537431,0,1,0,0,1,0,0,0,0,0,1
151,0,1,0.6375,0.024447172,0,1,0,0,1,0,0,0,0,0,1
152,1,0,0.275,0.129994543,1,0,0,0.1,1,0,0,0,0,0,1
153,0,1,0.69375,0.015712554,0,0,1,0,1,0,0,0,0,0,1
154,0,1,0.50625,0.028302115,0,0,1,0.2,1,0,0,0,0,0,1
155,0,1,0.35,0.014273049,0,0,1,0,1,0,0,0,0,0,1
156,0,1,0.6375,0.11980422,1,0,0,0.1,1,0,0,0,1,0,0
157,1,0,0.2,0.015094396,0,0,1,0,0,0,0,1,0,1,0
158,0,1,0.375,0.015712554,0,0,1,0,1,0,0,0,0,0,1
159,0,1,0.35,0.016908074,0,0,1,0,1,0,0,0,0,0,1
160,0,1,0.35,0.135752559,0,0,1,1,0,0,1,0,0,0,1
161,0,1,0.55,0.031425107,0,0,1,0.1,1,0,0,0,0,0,1
162,1,0,0.5,0.030741953,0,1,0,0,1,0,0,0,0,0,1
163,0,1,0.325,0.015175789,0,0,1,0,1,0,0,0,0,0,1
164,0,1,0.2125,0.016908074,0,0,1,0,1,0,0,0,0,0,1
165,0,1,0.0125,0.077464841,0,0,1,0.5,0,0,1,0,0,0,1
166,1,1,0.1125,0.040062132,0,0,1,0.2,0,0,1,0,0,0,1
167,1,0,0.35,0.10735285,1,0,0,0.1,1,0,0,0,0,0,1
168,0,0,0.5625,0.054457173,0,0,1,0.5,1,0,0,0,0,0,1
169,0,1,0.35,0.05060223,1,0,0,0,1,0,0,0,0,0,1
170,0,1,0.35,0.110272458,0,0,1,0,1,0,0,0,0,0,1
171,0,1,0.7625,0.065387645,1,0,0,0,1,0,0,0,0,0,1
172,0,1,0.05,0.056848214,0,0,1,0.5,0,0,1,0,0,1,0
173,1,0,0.0125,0.021730754,0,0,1,0.2,0,0,0,1,0,0,1
174,0,1,0.2625,0.01546857,0,0,1,0,1,0,0,0,0,0,1
175,0,1,0.7,0.059914211,1,0,0,0,1,0,0,0,1,0,0
176,0,1,0.225,0.015330377,0,0,1,0.2,1,0,0,0,0,0,1
177,0,1,0.35,0.049707688,0,0,1,0.4,0,0,1,0,0,0,1
178,0,0,0.625,0.056043068,1,0,0,0,0,0,0,1,1,0,0
179,0,1,0.375,0.02537431,0,1,0,0,1,0,0,0,0,0,1
180,0,1,0.45,0,0,0,1,0,1,0,0,0,0,0,1
181,0,0,0.35,0.135752559,0,0,1,1,0,0,0,1,0,0,1
182,0,1,0.35,0.029375644,0,1,0,0,1,0,0,0,1,0,0
183,0,1,0.1125,0.06126432,0,0,1,0.6,0,0,1,0,0,0,1
184,1,1,0.0125,0.07612293,0,1,0,0.3,0,0,1,0,0,0,1
185,1,0,0.05,0.042989937,0,0,1,0.2,0,0,0,1,0,0,1
186,0,1,0.35,0.0975935,1,0,0,0,1,0,0,0,0,0,1
187,1,0,0.35,0.030253985,0,0,1,0.1,1,0,0,0,0,1,0
188,1,1,0.5625,0.051822149,1,0,0,0,1,0,0,0,0,0,1
189,0,1,0.5,0.030253985,0,0,1,0.2,1,0,0,0,0,1,0
190,0,1,0.45,0.015411575,0,0,1,0,1,0,0,0,0,0,1
191,1,0,0.4,0.02537431,0,1,0,0,1,0,0,0,0,0,1
192,0,1,0.2375,0.02537431,0,1,0,0,1,0,0,0,0,0,1
193,1,0,0.2375,0.015330377,0,0,1,0.1,0,0,0,1,0,0,1
194,1,1,0.0375,0.05074862,0,1,0,0.2,0,0,1,0,0,0,1
195,1,0,0.55,0.054107398,1,0,0,0,1,0,0,0,1,0,0
196,1,0,0.725,0.285989555,1,0,0,0,0,0,0,1,1,0,0
197,0,1,0.35,0.015126993,0,0,1,0,1,0,0,0,0,1,0
198,0,1,0.525,0.016403906,0,0,1,0.1,1,0,0,0,0,0,1
199,1,0,0.35,0.015126993,0,0,1,0,0,0,0,1,0,1,0
200,0,0,0.3,0.02537431,0,1,0,0,1,0,0,0,0,0,1
201,0,1,0.35,0.018542765,0,0,1,0,1,0,0,0,0,0,1
202,0,1,0.35,0.135752559,0,0,1,1,1,0,0,0,0,0,1
203,0,1,0.425,0.012678957,0,0,1,0,1,0,0,0,0,0,1
204,0,1,0.56875,0.014102261,0,0,1,0,1,0,0,0,1,0,0
205,1,1,0.225,0.015712554,0,0,1,0,1,0,0,0,0,0,1
206,0,0,0.025,0.02042144,0,0,1,0.1,0,0,0,1,0,0,1
207,0,1,0.4,0.03093714,0,0,1,0.1,1,0,0,0,0,0,1
208,1,1,0.325,0.036670758,0,0,1,0,1,0,0,0,1,0,0
209,1,0,0.2,0.015126993,0,0,1,0,0,0,0,1,0,1,0
210,1,1,0.5,0.06050797,1,0,0,0,1,0,0,0,1,0,0
211,0,1,0.3,0.013760684,0,0,1,0,1,0,0,0,0,0,1
212,1,0,0.4375,0.04098927,0,1,0,0,0,0,0,1,0,0,1
213,0,1,0.275,0.014151058,0,0,1,0,1,0,0,0,0,0,1
214,0,1,0.375,0.02537431,0,1,0,0,1,0,0,0,0,0,1
215,0,1,0.35,0.015126993,0,0,1,0.1,1,0,0,0,0,1,0
216,1,0,0.3875,0.221098075,1,0,0,0.1,0,0,0,1,1,0,0
217,1,0,0.3375,0.01546857,0,0,1,0,0,0,0,1,0,0,1
218,0,1,0.525,0.05270049,0,1,0,0.1,1,0,0,0,0,0,1
219,1,0,0.4,0.148911481,1,0,0,0,0,0,0,1,1,0,0
220,0,1,0.375,0.020494635,0,1,0,0,1,0,0,0,0,0,1
221,1,1,0.2,0.015712554,0,0,1,0,1,0,0,0,0,0,1
222,0,1,0.3375,0.02537431,0,1,0,0,1,0,0,0,0,0,1
223,0,1,0.6375,0.015712554,0,0,1,0,1,0,0,0,0,0,1
224,0,1,0.35,0.015411575,0,0,1,0,1,0,0,0,0,0,1
225,1,1,0.475,0.175668301,1,0,0,0.1,1,0,0,0,0,0,1
226,0,1,0.275,0.018249985,0,0,1,0,1,0,0,0,0,0,1
227,1,1,0.2375,0.020494635,0,1,0,0,1,0,0,0,0,0,1
228,0,1,0.25625,0.014151058,0,0,1,0,1,0,0,0,0,0,1
229,0,1,0.225,0.02537431,0,1,0,0,1,0,0,0,0,0,1
230,0,0,0.35,0.049707688,0,0,1,0.4,0,0,0,1,0,0,1
231,1,0,0.4375,0.162932349,1,0,0,0.1,1,0,0,0,0,0,1
232,0,1,0.3625,0.015175789,0,0,1,0,1,0,0,0,0,0,1
233,0,1,0.7375,0.026350245,0,1,0,0,1,0,0,0,0,0,1
234,1,0,0.0625,0.06126432,0,0,1,0.6,0,0,0,1,0,0,1
235,0,1,0.3,0.020494635,0,1,0,0,1,0,0,0,0,0,1
236,0,0,0.35,0.014736619,0,0,1,0,0,0,0,1,0,0,1
237,0,1,0.55,0.05074862,0,1,0,0.1,1,0,0,0,0,0,1
238,1,0,0.1,0.051236588,0,1,0,0.2,0,0,0,1,0,0,1
239,0,1,0.2375,0.020494635,0,1,0,0,1,0,0,0,0,0,1
240,0,1,0.4125,0.023959204,0,1,0,0,1,0,0,0,0,0,1
241,0,0,0.35,0.028212719,0,0,1,0.1,0,0,0,1,1,0,0
242,1,0,0.35,0.030253985,0,0,1,0.1,0,0,0,1,0,1,0
243,0,1,0.3625,0.020494635,0,1,0,0,1,0,0,0,0,0,1
244,0,1,0.275,0.013907074,0,0,1,0,1,0,0,0,0,0,1
245,0,1,0.375,0.014102261,0,0,1,0,1,0,0,0,1,0,0
246,0,1,0.55,0.175668301,1,0,0,0.2,1,0,0,0,0,1,0
247,0,0,0.3125,0.015175789,0,0,1,0,0,0,0,1,0,0,1
248,1,0,0.3,0.028302115,0,1,0,0.2,1,0,0,0,0,0,1
249,1,1,0.4625,0.102578967,1,0,0,0.2,1,0,0,0,0,0,1
250,0,1,0.675,0.05074862,0,1,0,0.1,1,0,0,0,0,0,1
251,0,1,0.35,0.014151058,0,0,1,0,1,0,0,0,0,0,1
252,0,0,0.3625,0.02042144,0,0,1,0.2,1,0,0,0,0,0,1
253,0,1,0.775,0.051822149,1,0,0,0,1,0,0,0,0,0,1
254,0,1,0.375,0.031425107,0,0,1,0.1,1,0,0,0,0,0,1
255,0,0,0.5125,0.039452173,0,0,1,0.2,1,0,0,0,0,0,1
256,1,0,0.3625,0.02975782,0,0,1,0.2,1,0,0,0,1,0,0
257,1,0,0.35,0.154588105,1,0,0,0,1,0,0,0,1,0,0
258,1,0,0.375,0.168836756,1,0,0,0,0,0,0,1,0,0,1
259,1,0,0.4375,1,1,0,0,0,0,0,0,1,1,0,0
260,1,0,0.625,0.05074862,0,1,0,0.1,1,0,0,0,0,0,1
261,0,1,0.35,0.015126993,0,0,1,0,1,0,0,0,0,1,0
262,1,1,0.0375,0.06126432,0,0,1,0.6,0,0,1,0,0,0,1
